ra,dec,flux65,flux90,flux140,flux160,qflag65,qflag90,qflag140,qflag160,peak_wl,peak_flux
241.28199,-51.11503,0.4899,20.67,,0.608,1,1,3,1,90.0,20.67
225.75163,-60.5792,1.727,5.283,,0.784,1,1,3,1,90.0,5.283
252.25899,-51.16996,2.771,3.466,,0.162,1,1,2,0,90.0,3.466
226.30067,-55.69519,1.464,4.65,,0.0365,1,1,2,0,90.0,4.65
254.28389,-46.00475,0.9648,7.593,,0.14,1,1,3,1,90.0,7.593
254.86728,-49.24621,0.2574,6.934,,0.164,1,1,3,1,90.0,6.934
232.64244,-55.30327,2.768,7.627,,0.114,1,1,3,1,90.0,7.627
246.28072,-43.52577,1.101,4.753,,0.125,1,1,2,0,90.0,4.753
255.7852,-35.60172,2.627,3.355,,0.0427,1,1,2,0,90.0,3.355
235.17329,-56.84581,2.103,6.352,,0.458,1,1,2,1,90.0,6.352
233.20218,-52.94512,2.126,3.549,,0.134,1,1,2,0,90.0,3.549
235.54051,-53.21639,1.39,4.597,,0.541,1,1,3,1,90.0,4.597
241.20608,-58.65389,2.87,3.671,,0.111,1,1,2,0,90.0,3.671
249.1797,-55.46946,2.201,3.449,,0.062,1,1,2,0,90.0,3.449
238.96161,-42.99429,1.11,3.352,,0.216,1,1,2,0,90.0,3.352
248.51886,-45.62247,2.577,5.563,,0.464,1,1,3,1,90.0,5.563
246.38623,-19.64636,0.7064,3.632,,0.203,1,1,2,0,90.0,3.632
239.23282,-44.96188,0.577,3.254,,0.0561,1,1,2,0,90.0,3.254
251.97737,-33.69399,2.932,3.241,,0.0562,1,1,2,0,90.0,3.241
236.67074,-35.22768,2.073,6.718,,0.111,1,3,2,0,90.0,6.718
245.66194,-41.14836,2.965,3.634,,0.147,1,1,2,0,90.0,3.634
238.25997,16.29113,0.2759,3.106,,0.0353,1,1,2,0,90.0,3.106
258.12478,-11.97129,1.284,4.644,,0.131,1,1,2,0,90.0,4.644
208.32897,-55.59228,1.398,3.081,,0.0614,1,1,2,0,90.0,3.081
235.39741,-25.48408,2.004,3.584,,0.0654,1,1,2,0,90.0,3.584
253.76837,-46.899,0.5979,5.382,,0.18,1,1,3,1,90.0,5.382
246.4335,-37.02392,2.71,3.859,,0.077,1,1,2,0,90.0,3.859
163.51098,-58.66432,0.2324,4.284,,0.136,1,1,2,0,90.0,4.284
248.05139,-29.56305,2.689,3.08,,0.0398,1,1,2,0,90.0,3.08
246.36306,-23.96216,2.217,7.855,,0.131,1,1,2,0,90.0,7.855
233.22503,-35.17716,0.3869,4.145,,0.0432,1,1,2,0,90.0,4.145
246.56791,-25.55572,2.118,6.118,,0.166,1,1,2,0,90.0,6.118
245.66219,-35.75928,2.335,3.34,,0.0617,1,1,2,0,90.0,3.34
248.96621,-52.1547,2.101,4.698,,0.286,1,1,3,1,90.0,4.698
242.91489,-48.21932,1.931,5.658,,0.218,1,1,3,1,90.0,5.658
250.32126,-48.66542,0.2417,9.307,,1.03,1,1,3,1,90.0,9.307
244.51082,-47.9624,1.308,3.621,,0.244,1,1,3,1,90.0,3.621
205.27531,-65.20249,2.268,3.185,,0.0714,1,1,2,0,90.0,3.185
245.81715,-57.45931,1.506,6.867,,0.0747,1,1,2,0,90.0,6.867
254.02833,-38.46862,1.391,8.705,,0.519,1,1,2,0,90.0,8.705
247.25143,-53.99297,2.455,4.176,,0.25,1,1,2,0,90.0,4.176
242.76424,-38.13621,0.9278,3.436,,0.0225,1,1,2,0,90.0,3.436
233.24169,-61.30836,1.547,3.897,,0.157,1,1,2,0,90.0,3.897
252.78103,-23.67918,2.532,4.113,,0.111,1,1,2,0,90.0,4.113
233.4668,-59.22946,1.682,5.781,,0.623,1,1,3,1,90.0,5.781
232.78543,-59.65621,2.381,4.913,,0.0592,1,1,2,0,90.0,4.913
248.92544,-30.02489,2.202,4.61,,0.0732,1,1,2,0,90.0,4.61
245.7461,-48.39147,0.3378,5.296,,0.287,1,1,3,1,90.0,5.296
246.76364,-51.63346,2.973,7.522,,0.383,1,1,3,1,90.0,7.522
247.30506,-39.62299,1.024,3.077,,0.0687,1,1,2,0,90.0,3.077
236.56379,-35.37015,0.2424,7.355,,0.191,1,3,2,0,90.0,7.355
249.55572,-44.94904,2.891,27.23,,0.23,1,1,3,1,90.0,27.23
244.25824,-25.61856,2.727,3.146,,0.0335,3,1,2,0,90.0,3.146
256.68004,-4.93268,1.292,3.437,,0.0867,1,1,2,0,90.0,3.437
244.53427,-23.62311,1.653,3.01,,0.0561,1,1,2,0,90.0,3.01
201.18743,-59.52847,0.5524,47.03,,0.0994,1,1,2,0,90.0,47.03
248.4231,-48.83191,1.673,13.38,,0.0911,1,1,3,1,90.0,13.38
253.29382,-40.67398,0.1144,5.604,2.25,0.333,1,1,3,1,90.0,5.604
255.4436,-45.32751,1.431,12.15,,0.181,1,1,3,1,90.0,12.15
240.35153,-50.23374,0.8832,4.639,,0.885,1,1,3,1,90.0,4.639
247.20781,-25.32396,1.59,3.273,,0.00115,1,1,3,1,90.0,3.273
249.60507,-39.03263,0.8237,3.079,,0.0328,1,1,2,0,90.0,3.079
255.27238,-36.42991,2.603,4.102,,0.0744,1,1,2,0,90.0,4.102
217.65088,-60.25545,1.3,14.17,,0.626,1,1,3,1,90.0,14.17
248.69545,-41.09628,2.494,3.199,,0.147,1,1,2,0,90.0,3.199
256.81767,-48.82698,2.785,3.748,,0.0207,3,1,2,0,90.0,3.748
236.48311,-50.56392,2.821,3.016,,0.15,1,1,2,0,90.0,3.016
250.41591,-47.87688,2.823,12.96,,2.36,1,3,3,1,90.0,12.96
254.07879,-38.53561,1.009,3.025,,0.555,1,1,3,1,90.0,3.025
232.73048,-28.31619,0.7001,3.196,,0.0486,1,1,2,0,90.0,3.196
247.32037,-52.3832,1.512,6.159,,0.299,1,1,3,1,90.0,6.159
247.96188,-41.77305,2.883,4.07,,0.106,1,1,2,0,90.0,4.07
244.17719,-56.97079,2.611,3.42,,0.0668,1,1,2,0,90.0,3.42
276.20711,-14.62019,0.6552,31.7,,0.486,1,1,3,1,90.0,31.7
261.31027,-44.88661,2.876,3.779,,0.0894,1,1,2,0,90.0,3.779
248.79031,-41.31654,0.5386,3.988,,0.132,1,1,2,0,90.0,3.988
246.393,-43.7419,1.982,3.357,,0.0715,1,1,2,0,90.0,3.357
248.72652,-25.43307,1.869,3.56,,0.376,1,1,2,0,90.0,3.56
257.56376,-61.91677,2.725,4.397,,0.175,3,1,2,0,90.0,4.397
256.20754,-8.34551,1.05,3.204,,0.473,1,1,2,0,90.0,3.204
244.99606,-26.66071,2.386,3.432,,0.175,1,1,2,0,90.0,3.432
251.83393,-52.68877,1.427,8.389,,0.0516,1,1,2,0,90.0,8.389
239.88231,-54.34205,2.706,23.79,,0.451,1,3,3,1,90.0,23.79
247.68519,-45.64846,1.921,9.196,,0.446,1,1,3,1,90.0,9.196
252.84137,-34.73573,1.451,4.161,,0.0943,1,1,2,0,90.0,4.161
240.61801,-51.37528,2.845,7.543,,0.364,1,1,3,1,90.0,7.543
252.48596,-42.31594,0.9987,22.64,,0.593,1,1,3,1,90.0,22.64
235.79029,-23.33195,2.679,3.609,,0.0605,3,1,2,0,90.0,3.609
233.59796,-11.30244,0.04343,3.255,,0.136,1,1,2,0,90.0,3.255
254.18678,-49.87667,1.865,4.708,,0.391,1,1,3,1,90.0,4.708
255.24711,-45.59588,0.135,15.76,,0.489,1,1,3,1,90.0,15.76
234.07657,-56.35014,1.751,14.84,2.01,0.618,1,1,3,1,90.0,14.84
248.03176,-43.48207,2.97,7.241,,0.529,1,1,2,0,90.0,7.241
254.13939,-36.99593,0.6106,3.65,,0.196,1,1,2,0,90.0,3.65
237.69341,-49.37083,2.103,4.81,,0.0491,1,1,2,0,90.0,4.81
244.66476,-36.56243,0.5568,4.68,,0.06,1,1,2,0,90.0,4.68
228.51788,-57.74526,1.017,16.8,,1.91,1,1,3,1,90.0,16.8
215.55108,-69.38723,1.19,3.047,,0.16,1,1,2,0,90.0,3.047
233.96467,-62.4331,2.603,4.046,,0.0818,1,1,2,0,90.0,4.046
238.69293,-35.7264,1.674,3.345,,0.00807,1,1,2,0,90.0,3.345
299.6433,30.86998,2.852,5.735,,0.0698,1,1,2,0,90.0,5.735
243.33209,-19.96072,0.6329,4.039,,0.137,1,1,2,0,90.0,4.039
256.85354,-30.7271,1.119,4.833,,0.0764,1,1,2,0,90.0,4.833
227.17281,-51.75049,2.69,3.121,,0.0676,1,1,2,0,90.0,3.121
249.22022,-53.70696,2.952,3.157,,0.0825,1,1,2,0,90.0,3.157
242.73168,-50.36774,1.837,5.579,,0.204,1,1,3,1,90.0,5.579
244.13783,-40.51417,1.537,3.98,,0.0655,1,1,2,0,90.0,3.98
233.37341,-53.10721,2.848,5.238,,0.151,3,1,2,0,90.0,5.238
244.52907,-45.5293,1.66,3.476,,0.51,1,1,2,0,90.0,3.476
237.04685,-55.50885,0.3827,19.09,,1.79,1,1,3,1,90.0,19.09
243.6481,-25.97613,1.325,3.461,,0.00507,1,1,2,0,90.0,3.461
232.03036,-56.53245,0.4146,25.98,,0.604,1,1,3,1,90.0,25.98
247.12601,-26.20298,1.854,3.591,,0.0682,1,1,2,0,90.0,3.591
240.11508,-54.96026,2.243,3.094,,0.404,1,1,3,1,90.0,3.094
245.47559,-54.43128,0.07972,6.187,,0.036,1,1,2,0,90.0,6.187
226.83638,-59.24292,1.234,7.371,0.5,0.762,1,1,3,1,90.0,7.371
248.01235,-43.06264,2.205,4.181,,0.327,1,1,2,0,90.0,4.181
242.6865,-50.40705,2.067,9.083,,0.437,1,1,3,1,90.0,9.083
233.72558,23.5567,2.146,4.847,1.59,0.34,1,1,8,8,90.0,4.847
227.14557,-61.57175,2.069,9.018,,0.0891,1,1,2,0,90.0,9.018
169.22006,-62.41643,2.69,9.0,,0.0973,1,1,2,0,90.0,9.0
252.55705,-47.23154,1.677,4.465,,0.589,1,1,3,1,90.0,4.465
246.25628,-41.51777,1.52,4.872,,0.0882,1,3,2,0,90.0,4.872
248.30935,-42.13492,2.308,7.269,,0.239,1,1,2,0,90.0,7.269
232.03824,-62.6823,0.891,3.418,,0.00638,1,1,2,0,90.0,3.418
245.59583,-49.17162,0.4002,6.45,,0.396,1,1,3,1,90.0,6.45
266.71306,-25.64469,2.02,9.882,,0.0826,1,1,3,1,90.0,9.882
235.45743,-56.56685,2.523,5.755,,0.279,1,1,3,1,90.0,5.755
234.8969,-28.29855,0.271,3.024,,0.017,1,1,2,0,90.0,3.024
240.44275,-27.25587,0.6104,3.432,,0.0366,1,1,2,0,90.0,3.432
235.24284,-60.75788,2.428,3.088,,0.0354,1,1,2,0,90.0,3.088
247.53931,-42.48641,1.932,5.438,,0.068,1,1,2,0,90.0,5.438
245.81831,-22.81802,1.928,4.097,,0.0752,1,1,2,0,90.0,4.097
249.79969,-44.43078,2.49,8.092,,0.207,1,1,3,1,90.0,8.092
247.37076,-43.72793,0.02595,5.812,,0.104,1,1,2,0,90.0,5.812
247.97565,-28.6631,1.076,3.422,,0.0362,1,1,2,0,90.0,3.422
236.38435,-53.07566,1.345,4.027,,0.227,1,1,3,1,90.0,4.027
246.14555,-27.40962,1.015,5.955,,0.0366,1,1,2,0,90.0,5.955
249.63975,-68.39355,0.8332,4.465,,0.0162,1,1,8,8,90.0,4.465
244.59122,-45.56234,1.57,3.127,,0.0845,1,1,2,0,90.0,3.127
248.94417,-40.81287,2.267,3.169,,0.134,1,1,2,0,90.0,3.169
249.11233,-39.14202,1.821,3.537,,0.117,1,1,2,0,90.0,3.537
227.01193,-55.68518,2.063,6.002,,0.506,1,1,2,0,90.0,6.002
242.47058,-46.40854,0.1508,4.635,,0.244,1,1,2,0,90.0,4.635
247.04809,-43.52922,2.031,3.261,,0.0511,1,1,2,0,90.0,3.261
246.61761,-42.59111,1.227,4.91,,0.0891,1,1,2,0,90.0,4.91
248.84364,-17.71737,0.403,3.872,,0.0908,1,1,2,0,90.0,3.872
258.25087,-22.57601,0.785,4.273,,0.0193,1,1,2,0,90.0,4.273
256.18059,-35.4274,1.764,3.684,,0.199,1,1,2,0,90.0,3.684
258.92245,-39.74096,2.138,5.723,,0.74,1,1,3,1,90.0,5.723
252.09158,-39.71956,0.8595,5.001,,0.317,1,1,2,0,90.0,5.001
255.48379,-35.41101,0.1091,4.01,,0.401,1,1,2,0,90.0,4.01
247.10993,-53.60831,0.4722,5.501,,0.175,1,1,3,1,90.0,5.501
257.77861,-47.39158,2.726,3.188,,0.0141,1,1,2,0,90.0,3.188
243.49848,-48.38308,0.1313,6.606,,0.296,1,1,3,1,90.0,6.606
247.022,-43.66122,0.2482,3.12,,0.125,1,1,2,0,90.0,3.12
249.4132,-60.19077,1.098,4.403,,0.0515,1,1,2,0,90.0,4.403
202.28548,-64.79781,2.858,5.945,,0.16,1,1,2,0,90.0,5.945
245.3005,-35.54507,1.279,3.027,,0.0503,1,1,2,0,90.0,3.027
250.15932,-30.7089,2.703,3.655,,0.0733,1,1,2,0,90.0,3.655
248.50209,-39.24864,0.3227,3.529,,0.0697,1,1,2,0,90.0,3.529
242.89525,-19.55338,2.324,3.042,,0.0295,1,1,2,0,90.0,3.042
250.45938,-40.05669,1.08,4.948,,0.191,1,1,2,0,90.0,4.948
230.55463,-58.44777,0.9324,9.855,,0.111,1,1,3,1,90.0,9.855
260.05475,-39.66177,1.452,7.957,,0.192,1,1,3,1,90.0,7.957
259.92649,-41.46633,0.0737,5.949,,0.0859,1,1,3,1,90.0,5.949
239.77755,-57.56081,2.916,5.532,,0.269,1,1,3,1,90.0,5.532
254.95145,-36.357,2.735,4.029,,0.156,1,1,2,0,90.0,4.029
234.50439,-28.65491,1.582,3.401,,0.109,2,1,2,0,90.0,3.401
228.98143,-54.07174,1.386,6.959,,0.137,1,3,2,0,90.0,6.959
233.27157,-22.09183,1.338,5.189,,0.106,1,1,2,0,90.0,5.189
259.54356,-25.76859,2.408,3.191,,0.215,1,1,2,0,90.0,3.191
259.00708,-43.03376,0.9047,3.181,,0.494,1,1,3,1,90.0,3.181
236.42957,-23.85231,1.489,3.536,,0.0464,1,1,2,0,90.0,3.536
246.81179,-23.30332,0.6971,5.161,,0.978,1,1,2,0,90.0,5.161
256.33848,-22.91677,0.5266,4.606,,0.133,1,1,2,0,90.0,4.606
251.67322,-44.55736,2.518,25.57,,0.778,1,1,3,1,90.0,25.57
258.20717,-33.50009,2.767,4.484,,0.0545,1,1,2,0,90.0,4.484
265.59383,-43.0838,1.217,4.321,,0.189,1,1,2,0,90.0,4.321
247.15898,-35.33122,0.5926,7.114,,0.0221,1,3,2,0,90.0,7.114
239.40829,-51.1053,1.263,26.43,,0.357,1,1,3,1,90.0,26.43
248.8136,-51.89655,0.232,3.843,,0.0289,1,1,2,0,90.0,3.843
235.02688,-56.93558,2.058,10.53,,0.286,1,1,3,1,90.0,10.53
266.24151,-22.38077,2.66,9.253,,0.058,1,1,2,0,90.0,9.253
263.00769,-42.93854,1.771,5.18,,0.0794,1,3,2,0,90.0,5.18
251.51226,-42.76387,2.697,7.258,,1.43,1,1,3,1,90.0,7.258
26.39572,67.66527,1.816,5.113,,0.055,1,1,2,0,90.0,5.113
235.83679,-23.17538,1.24,3.132,,0.177,1,1,2,0,90.0,3.132
253.11471,-34.67381,1.607,4.517,,0.0926,1,1,2,0,90.0,4.517
239.39408,-58.19643,1.987,10.83,,0.206,1,1,2,0,90.0,10.83
238.83912,-56.4997,1.963,4.577,,0.76,1,1,3,1,90.0,4.577
230.90345,-61.22587,0.386,4.627,,0.367,1,1,3,1,90.0,4.627
251.72495,-51.04623,1.152,3.423,,0.0241,1,1,3,1,90.0,3.423
250.21841,-52.802,1.4,5.657,,0.117,1,1,2,0,90.0,5.657
235.57958,-27.27355,0.4626,3.417,,0.139,1,1,2,0,90.0,3.417
252.04781,-50.26909,1.727,3.8,,0.0639,1,1,2,0,90.0,3.8
249.15513,-28.29873,2.055,3.8,,0.168,1,1,2,0,90.0,3.8
249.66661,-54.61733,1.922,3.519,,0.109,1,1,2,0,90.0,3.519
243.40555,-28.59756,1.155,3.115,,0.016,1,1,2,0,90.0,3.115
248.14898,-45.71812,2.082,5.585,,0.12,1,1,3,1,90.0,5.585
245.6184,-23.81694,0.5017,6.56,,0.119,1,1,2,0,90.0,6.56
244.30123,-49.20729,1.69,8.238,,0.643,1,1,3,1,90.0,8.238
246.99674,-44.49964,1.941,3.464,,0.0545,1,1,2,0,90.0,3.464
235.75141,-51.70534,2.118,7.752,,0.0283,1,1,2,0,90.0,7.752
244.98435,-38.32625,2.152,3.267,,0.0276,3,1,2,0,90.0,3.267
247.99922,-46.51432,1.579,4.586,0.178,0.413,1,1,3,1,90.0,4.586
243.7491,-17.68802,1.784,3.572,,0.0871,1,1,2,0,90.0,3.572
251.70373,-40.11185,2.654,3.91,,0.0921,1,1,2,0,90.0,3.91
245.98188,-20.47156,1.082,3.144,,0.0247,1,1,2,0,90.0,3.144
247.95425,-53.18032,1.421,3.052,,0.116,1,1,2,0,90.0,3.052
249.02678,-51.64929,0.3216,4.209,,0.0221,1,1,3,1,90.0,4.209
260.00053,24.92635,2.823,3.364,,0.0416,1,1,2,0,90.0,3.364
245.30126,-42.30122,2.447,8.788,,0.103,1,1,2,0,90.0,8.788
249.64284,-40.83795,1.454,4.441,,0.0418,1,1,2,0,90.0,4.441
236.92664,-28.40188,1.049,3.579,,0.0821,2,1,2,0,90.0,3.579
245.722,-53.55387,1.277,7.474,,0.426,1,1,3,1,90.0,7.474
234.69895,-58.37474,2.896,20.22,,0.0246,1,3,2,0,90.0,20.22
263.45792,-42.67384,2.878,4.476,,0.185,3,1,2,0,90.0,4.476
235.02078,-33.25587,1.859,5.383,,0.113,1,3,2,0,90.0,5.383
263.03063,-30.35957,2.767,8.167,,1.29,1,1,3,1,90.0,8.167
250.20273,-40.21129,1.247,3.501,,0.013,1,1,2,0,90.0,3.501
207.87923,-59.62244,2.129,3.306,,0.133,1,1,2,0,90.0,3.306
233.44206,-47.36289,1.809,3.205,,0.0638,1,1,2,0,90.0,3.205
239.29786,-54.99104,2.333,8.44,,0.164,1,1,3,1,90.0,8.44
248.59509,-40.0066,1.878,3.264,,0.451,1,1,2,0,90.0,3.264
257.9333,-52.13414,1.187,3.22,,0.0651,1,2,2,0,90.0,3.22
252.43702,-49.08959,0.4393,6.011,,0.136,1,1,3,1,90.0,6.011
264.05141,-58.25422,2.475,3.387,,0.00174,3,1,2,0,90.0,3.387
247.3928,-50.70828,1.184,5.649,,0.925,1,1,3,1,90.0,5.649
247.1353,-26.73295,2.091,3.561,,0.226,3,1,2,0,90.0,3.561
234.37588,-51.89473,0.386,3.531,,0.194,1,1,2,0,90.0,3.531
251.80115,-39.10636,2.033,5.109,,0.131,1,1,2,0,90.0,5.109
253.50068,-53.68692,1.583,3.169,,0.0895,1,1,2,0,90.0,3.169
247.18904,-25.51692,2.363,3.803,,0.0744,1,1,3,1,90.0,3.803
286.54085,11.9872,1.966,5.127,,0.124,1,1,2,0,90.0,5.127
173.79445,-61.69193,2.468,5.082,,0.312,1,1,2,0,90.0,5.082
258.67023,-37.05579,1.443,16.85,,0.45,1,1,3,1,90.0,16.85
233.37722,-45.37896,1.974,3.397,,0.163,1,1,2,0,90.0,3.397
248.19699,-49.91571,2.809,10.13,,0.33,2,1,3,1,90.0,10.13
252.17099,-36.50931,1.755,3.546,,0.109,1,1,2,0,90.0,3.546
239.41598,-47.37653,1.614,3.25,,0.00114,2,1,2,0,90.0,3.25
245.25112,-47.57696,1.417,3.688,,0.221,1,1,3,1,90.0,3.688
247.19254,-19.49516,2.539,4.433,,0.142,1,1,2,0,90.0,4.433
248.80708,-24.56093,0.5279,4.857,,0.133,1,1,2,0,90.0,4.857
267.17261,-22.80042,1.105,3.5,,0.0505,1,1,2,0,90.0,3.5
248.72288,-24.53182,2.698,6.351,,0.168,1,3,2,0,90.0,6.351
255.40631,-36.10345,2.382,3.394,,0.205,1,1,2,0,90.0,3.394
242.43881,-29.00597,2.327,4.397,,0.13,1,1,2,0,90.0,4.397
257.42907,-45.68308,1.967,5.184,,0.117,1,1,3,1,90.0,5.184
258.61447,-39.75955,2.798,3.553,,0.183,1,1,3,1,90.0,3.553
248.6747,-41.55491,0.3484,48.67,,0.0343,1,1,2,0,90.0,48.67
257.58611,-36.72657,0.904,3.227,,0.281,1,1,3,1,90.0,3.227
245.15263,-43.7855,2.032,4.972,,0.085,1,1,2,0,90.0,4.972
258.91345,-48.79213,2.472,3.623,,0.0947,3,1,2,0,90.0,3.623
255.81476,-48.57024,2.642,3.148,,0.386,1,1,3,1,90.0,3.148
255.92077,-43.813,1.907,8.514,,0.303,1,1,3,1,90.0,8.514
256.3583,-42.67561,1.807,16.32,,0.783,1,3,3,1,90.0,16.32
247.13571,-50.54439,1.093,9.369,,0.379,1,1,3,1,90.0,9.369
246.7219,-51.15671,1.32,5.929,,0.972,1,1,3,1,90.0,5.929
248.86615,-36.1182,1.653,4.251,,0.026,1,1,2,0,90.0,4.251
257.49643,-33.13977,0.7651,4.835,,0.00399,1,1,2,0,90.0,4.835
198.95554,-60.26302,2.431,4.233,,0.0829,1,1,2,0,90.0,4.233
230.92822,-51.81441,2.736,3.153,,0.0267,1,1,2,0,90.0,3.153
252.78155,-38.84766,2.207,4.533,,0.0912,1,1,2,0,90.0,4.533
257.75016,-31.20885,1.574,3.058,,0.124,1,1,2,0,90.0,3.058
247.18784,-9.14385,2.596,3.447,,0.0455,1,1,2,0,90.0,3.447
247.42352,-48.01222,2.203,22.48,,0.92,1,1,3,1,90.0,22.48
248.60011,-40.23945,2.805,3.701,,0.369,1,1,2,0,90.0,3.701
247.97219,-43.70234,2.313,6.936,,0.121,1,1,2,0,90.0,6.936
245.92493,-51.66002,1.906,4.859,,0.302,1,1,3,1,90.0,4.859
278.88468,0.23902,0.641,8.361,,0.192,1,1,3,1,90.0,8.361
239.87284,-43.70636,2.401,3.466,,0.096,1,1,2,0,90.0,3.466
250.80928,-24.12507,1.56,3.593,,0.187,1,1,2,0,90.0,3.593
230.46698,-58.11109,0.8393,5.353,,0.345,1,1,3,1,90.0,5.353
239.41611,-40.56754,2.633,3.218,,0.0405,3,1,2,0,90.0,3.218
263.58308,-39.26113,1.157,6.0,,0.217,1,1,3,1,90.0,6.0
248.10665,-49.88598,0.5574,8.019,,0.298,1,1,3,1,90.0,8.019
253.03102,-55.30431,2.273,3.517,,0.0969,3,1,2,0,90.0,3.517
252.2737,-44.13577,2.514,3.635,,0.38,1,1,3,1,90.0,3.635
247.92014,-53.41338,0.244,5.368,,0.00954,1,1,3,1,90.0,5.368
229.43504,-60.21846,1.285,5.871,,0.143,1,1,3,1,90.0,5.871
262.22455,-41.0308,1.185,5.438,,0.139,1,1,2,0,90.0,5.438
238.89355,-17.22766,0.7671,5.129,,0.108,1,1,2,0,90.0,5.129
257.51119,-30.8186,2.974,3.551,,0.0858,3,1,2,0,90.0,3.551
246.92155,-60.75733,2.104,3.669,,0.0496,1,1,2,0,90.0,3.669
246.11932,-64.70966,0.04175,3.702,,0.0546,1,1,2,0,90.0,3.702
229.47792,-61.75072,0.675,3.189,,0.0721,1,1,2,0,90.0,3.189
266.632,-18.80753,1.019,5.619,,0.193,1,1,2,0,90.0,5.619
247.5966,-42.9149,2.904,5.832,,0.0365,1,3,2,0,90.0,5.832
250.85218,-39.76536,2.006,7.96,,0.188,1,1,2,0,90.0,7.96
257.1134,-32.7695,1.84,5.064,,0.311,1,3,2,0,90.0,5.064
248.49423,-3.3975,1.651,6.279,,0.137,1,1,2,0,90.0,6.279
247.91895,-24.4072,1.516,6.918,,0.252,1,3,2,0,90.0,6.918
236.42332,-53.13283,1.852,9.264,,0.37,1,1,3,1,90.0,9.264
247.71442,-18.91102,2.247,3.626,,0.0789,3,1,2,0,90.0,3.626
261.4298,-29.16227,2.314,3.481,,0.0776,3,1,2,0,90.0,3.481
246.77457,-27.83857,0.308,3.641,,0.113,1,1,2,0,90.0,3.641
264.6327,-36.95046,1.28,4.023,,0.154,1,1,3,1,90.0,4.023
251.73791,-38.81035,2.99,4.91,,0.086,3,1,2,0,90.0,4.91
244.77315,-26.49569,2.384,5.062,,0.141,3,1,2,0,90.0,5.062
218.65043,-62.32461,0.9379,4.885,,0.147,1,1,3,1,90.0,4.885
252.55902,55.38592,2.955,3.45,,0.0959,1,1,2,0,90.0,3.45
247.06106,-54.35688,2.641,7.961,,0.0155,1,1,2,0,90.0,7.961
256.54121,-43.21374,2.843,6.578,,0.305,1,1,3,1,90.0,6.578
243.76531,-55.21661,0.1662,3.315,,0.0463,1,1,2,0,90.0,3.315
253.74524,-38.21763,2.69,4.234,,0.0675,1,1,2,0,90.0,4.234
235.00831,-24.91127,2.264,3.487,,0.11,1,1,2,0,90.0,3.487
248.98877,-52.61114,1.734,9.409,,0.0765,1,3,2,0,90.0,9.409
219.92268,-57.92526,2.815,3.534,,0.148,1,1,2,0,90.0,3.534
252.16391,-39.53646,2.492,9.385,,1.1,1,1,2,0,90.0,9.385
230.63872,-54.37154,0.1006,4.3,,0.0148,1,1,2,0,90.0,4.3
249.75911,-44.75882,1.997,4.893,,0.67,1,1,3,1,90.0,4.893
248.58389,-50.03415,0.9885,6.549,,0.598,1,1,3,1,90.0,6.549
239.84692,-55.81559,0.3667,4.328,,0.901,1,1,3,1,90.0,4.328
259.78795,-40.41732,0.7831,3.231,,0.174,1,1,3,1,90.0,3.231
249.9558,-51.90019,1.475,4.044,,0.0458,1,1,2,0,90.0,4.044
252.84411,-48.29499,1.669,7.031,,1.05,1,1,3,1,90.0,7.031
247.93456,-40.49509,2.534,4.028,,0.0487,3,1,2,0,90.0,4.028
254.28824,-46.29846,1.24,5.0,,0.8,1,1,3,1,90.0,5.0
250.33598,-41.28424,1.578,3.524,,0.286,1,1,2,0,90.0,3.524
249.1929,-48.53944,0.6623,6.874,0.198,0.411,1,1,3,1,90.0,6.874
252.30965,-38.24933,2.78,3.228,,0.0496,1,1,2,0,90.0,3.228
259.68196,-43.98618,2.91,14.45,,0.359,1,1,3,1,90.0,14.45
248.13895,-40.45307,2.191,4.216,,0.166,1,1,2,0,90.0,4.216
240.50603,-52.68915,0.1977,6.486,0.837,0.232,1,1,9,9,90.0,6.486
241.37704,-47.7192,1.492,5.928,,0.167,1,1,2,0,90.0,5.928
248.52386,-49.47941,1.21,11.79,,0.718,1,1,3,1,90.0,11.79
248.10654,-52.5764,1.692,3.294,,0.161,1,1,2,0,90.0,3.294
246.58329,-51.81173,2.545,3.887,,0.178,1,1,3,1,90.0,3.887
254.37437,-37.44995,1.683,5.344,,0.00882,1,3,2,0,90.0,5.344
249.4424,-17.08073,2.08,4.094,,0.0377,1,1,2,0,90.0,4.094
236.15112,-24.13199,1.227,3.982,,0.108,1,1,2,0,90.0,3.982
239.61535,-51.08518,2.58,8.902,,0.216,1,1,3,1,90.0,8.902
246.02858,-27.56378,1.409,3.734,,0.0463,1,1,2,0,90.0,3.734
261.07877,-34.99065,1.814,54.35,,0.043,1,1,3,1,90.0,54.35
263.6009,-43.82268,1.436,3.663,,0.231,1,1,2,0,90.0,3.663
249.37176,-27.84958,1.163,3.932,,0.0507,1,1,2,0,90.0,3.932
253.88493,-51.19358,0.9163,4.352,,0.0662,1,1,2,0,90.0,4.352
236.08363,-54.82584,1.884,13.94,,0.936,1,3,3,1,90.0,13.94
260.90122,-27.43722,2.088,3.084,,0.267,1,1,2,0,90.0,3.084
242.49039,-46.39785,0.6708,4.803,,0.102,1,1,2,0,90.0,4.803
255.35464,-36.61947,2.998,3.761,,0.145,3,1,2,0,90.0,3.761
279.78167,-3.67283,0.9246,15.05,,0.0232,1,1,3,1,90.0,15.05
